step,measured_wavelength,control_voltage,error
85,624.9624812406203,-3.410710299259212e-14,0.037518759379736366
86,625.0125062531266,-0.0006253126563649414,-0.012506253126616684
87,625.0125062531266,-0.0012506253126957757,-0.012506253126616684
88,624.9624812406203,0.0006253126562910427,0.037518759379736366
89,625.0625312656329,-0.0025012506253517595,-0.06253126563285605
90,624.9624812406203,-0.0006253126563649412,0.037518759379736366
91,625.0125062531266,-0.0012506253126957755,-0.012506253126616684
92,624.9624812406203,0.000625312656291043,0.037518759379736366
93,625.0125062531266,-3.97913039323905e-14,-0.012506253126616684
94,625.0125062531266,-0.0006253126563706256,-0.012506253126616684
95,625.0125062531266,-0.0012506253127014598,-0.012506253126616684
96,625.0125062531266,-0.0018759379690322941,-0.012506253126616684
97,625.0125062531266,-0.0025012506253631285,-0.012506253126616684
98,624.9624812406203,-0.0006253126563763101,0.037518759379736366
99,632.5662831415708,-0.25062531265637633,-7.566283141570807
100,631.6158079039519,-0.5006253126563763,-6.615807903951918
101,630.5152576288144,-0.7506253126563763,-5.515257628814425
102,629.5147573786893,-1.0006253126563762,-4.514757378689296
103,628.464232116058,-1.2506253126563762,-3.4642321160580423
104,627.5137568784393,-1.5006253126563762,-2.513756878439267
105,626.5132566283141,-1.5857928964482708,-1.5132566283141387
106,625.6128064032016,-1.616433216608351,-0.6128064032016027
107,624.8124062031015,-1.6070535267634285,0.18759379689845446
108,624.1620810405202,-1.5651575787894387,0.8379189594797936
109,623.5617808904452,-1.4932466233116997,1.4382191095547796
110,623.1615807903952,-1.4013256628314594,1.8384192096048082
111,622.9114557278639,-1.2968984492246536,2.0885442721361187
112,622.6113056528264,-1.1774637318659757,2.388694347173555
113,622.5612806403202,-1.055527763881986,2.4387193596797943
114,622.4112056028014,-0.9260880440220547,2.588794397198626
115,622.5612806403202,-0.8041520760380649,2.4387193596797943
116,622.6113056528264,-0.6847173586793871,2.388694347173555
117,622.7113556778389,-0.5702851425713333,2.288644322161076
118,622.8614307153576,-0.4633566783392154,2.138569284642358
119,622.4612306153076,-0.3364182091045961,2.5387693846923867
120,622.7613806903452,-0.22448724362185424,2.238619309654837
121,622.9614807403702,-0.12256128064036595,2.0385192596297657
122,623.3116558279139,-0.03814407203606145,1.6883441720860901
123,623.6118059029515,0.03126563281636557,1.3881940970485402
124,623.8619309654828,0.08816908454222706,1.1380690345172297
125,624.1620810405202,0.13006503251621673,0.8379189594797936
126,624.312156078039,0.16445722861426482,0.6878439219609618
127,624.5622811405702,0.18634317158575306,0.43771885942976496
128,624.7623811905953,0.19822411205598775,0.23761880940469382
129,624.8624312156078,0.2051025512755985,0.1375687843922151
130,624.9624812406203,0.2069784892445853,0.037518759379736366
131,625.1125562781391,0.20135067533763054,-0.11255627813909541
132,625.1625812906453,0.19322161080536382,-0.16258129064533478
133,625.312656328164,0.17758879439716116,-0.31265632816405287
134,625.2626313156578,0.16445722861427048,-0.2626313156578135
135,625.4127063531766,0.1438219109554382,-0.4127063531766453
136,625.312656328164,0.12818909454723557,-0.31265632816405287
137,625.4127063531766,0.10755377688840329,-0.4127063531766453
138,625.3626813406703,0.08941970985488867,-0.36268134067029223
139,625.3626813406703,0.07128564282137406,-0.36268134067029223
140,625.312656328164,0.05565282641317142,-0.31265632816405287
141,625.3626813406703,0.037518759379656805,-0.36268134067029223
142,625.1625812906453,0.02938969484739007,-0.16258129064533478
143,625.2126063031516,0.01875937968981136,-0.21260630315157414
144,625.1625812906453,0.010630315157544621,-0.16258129064533478
145,625.1625812906453,0.0025012506252778807,-0.16258129064533478
146,625.1625812906453,-0.005627813906988858,-0.16258129064533478
147,625.0625312656329,-0.00875437718863166,-0.06253126563285605
148,625.1125562781391,-0.01438219109558643,-0.11255627813909541
149,625.1125562781391,-0.020010005002541204,-0.11255627813909541
150,625.0125062531266,-0.02063531765887204,-0.012506253126616684
151,625.0125062531266,-0.021260630315202873,-0.012506253126616684
152,625.0125062531266,-0.021885942971533706,-0.012506253126616684
153,625.0625312656329,-0.02501250625317651,-0.06253126563285605
154,625.0125062531266,-0.025637818909507344,-0.012506253126616684
155,624.9624812406203,-0.023761880940520525,0.037518759379736366
156,624.912456228114,-0.01938469234622174,0.08754377188597573
157,624.9624812406203,-0.017508754377234922,0.037518759379736366
158,625.0125062531266,-0.018134067033565758,-0.012506253126616684
159,624.912456228114,-0.013756878439266972,0.08754377188597573
160,624.9624812406203,-0.011880940470280155,0.037518759379736366
161,624.912456228114,-0.007503751875981368,0.08754377188597573
162,624.9624812406203,-0.0056278139069945495,0.037518759379736366
163,624.912456228114,-0.001250625312695763,0.08754377188597573
164,624.9624812406203,0.0006253126562910554,0.037518759379736366
165,624.9624812406203,0.0025012506252778738,0.037518759379736366
166,624.9624812406203,0.004377188594264693,0.037518759379736366
167,624.9624812406203,0.006253126563251511,0.037518759379736366
168,625.0125062531266,0.005627813906920676,-0.012506253126616684
169,624.9624812406203,0.0075037518759074944,0.037518759379736366
170,624.9624812406203,0.009379689844894313,0.037518759379736366
171,624.912456228114,0.013756878439193099,0.08754377188597573
172,625.0625312656329,0.010630315157550297,-0.06253126563285605
173,625.0125062531266,0.010005002501219462,-0.012506253126616684
174,624.9624812406203,0.01188094047020628,0.037518759379736366
175,625.0125062531266,0.011255627813875447,-0.012506253126616684
176,625.0125062531266,0.01063031515754461,-0.012506253126616684
177,625.0125062531266,0.010005002501213778,-0.012506253126616684
178,625.0125062531266,0.009379689844882941,-0.012506253126616684
179,625.0625312656329,0.006253126563240141,-0.06253126563285605
180,625.0625312656329,0.0031265632815973385,-0.06253126563285605
181,625.0625312656329,-4.546384969883466e-14,-0.06253126563285605
182,625.0625312656329,-0.003126563281688266,-0.06253126563285605
183,625.0125062531266,-0.0037518759380191,-0.012506253126616684
184,625.0125062531266,-0.0043771885943499345,-0.012506253126616684
185,624.9624812406203,-0.0025012506253631163,0.037518759379736366
186,625.0125062531266,-0.003126563281693951,-0.012506253126616684
187,624.9624812406203,-0.0012506253127071328,0.037518759379736366
188,625.0125062531266,-0.0018759379690379669,-0.012506253126616684
189,624.9624812406203,-5.114859273971928e-14,0.037518759379736366
190,625.0125062531266,-0.0006253126563819829,-0.012506253126616684
191,624.9624812406203,0.0012506253126048355,0.037518759379736366
192,625.0125062531266,0.0006253126562740012,-0.012506253126616684
193,625.0125062531266,-5.683306473006078e-14,-0.012506253126616684
194,625.0125062531266,-0.0006253126563876674,-0.012506253126616684
195,625.0625312656329,-0.0037518759380304697,-0.06253126563285605
196,625.0125062531266,-0.004377188594361304,-0.012506253126616684
197,624.912456228114,-6.251726566985916e-14,0.08754377188597573
198,625.0625312656329,-0.0031265632817053194,-0.06253126563285605
199,625.0125062531266,-0.0037518759380361535,-0.012506253126616684
200,625.0625312656329,-0.006878439219678956,-0.06253126563285605
201,625.0125062531266,-0.00750375187600979,-0.012506253126616684
202,624.9624812406203,-0.005627813907022971,0.037518759379736366
203,624.9624812406203,-0.0037518759380361535,0.037518759379736366
204,624.9624812406203,-0.0018759379690493352,0.037518759379736366
205,625.0125062531266,-0.0025012506253801695,-0.012506253126616684
206,625.0125062531266,-0.0031265632817110032,-0.012506253126616684
207,625.0125062531266,-0.003751875938041838,-0.012506253126616684
208,625.0625312656329,-0.00687843921968464,-0.06253126563285605
209,624.9624812406203,-0.005002501250697823,0.037518759379736366
210,624.9624812406203,-0.0031265632817110045,0.037518759379736366
211,624.912456228114,0.0012506253125877818,0.08754377188597573
212,624.9624812406203,0.0031265632815746,0.037518759379736366
213,625.0125062531266,0.0025012506252437656,-0.012506253126616684
214,625.0625312656329,-0.0006253126563990368,-0.06253126563285605
215,624.9624812406203,0.0012506253125877816,0.037518759379736366
216,625.0125062531266,0.0006253126562569473,-0.012506253126616684
217,624.9624812406203,0.0025012506252437656,0.037518759379736366
218,624.912456228114,0.006878439219542552,0.08754377188597573
219,625.0125062531266,0.006253126563211717,-0.012506253126616684
220,625.0125062531266,0.005627813906880883,-0.012506253126616684
221,625.0125062531266,0.005627813906880883,-0.012506253126616684
222,625.0125062531266,0.005627813906880883,-0.012506253126616684
223,625.0125062531266,0.005627813906880883,-0.012506253126616684
224,625.0125062531266,0.005627813906880883,-0.012506253126616684
225,625.0125062531266,0.005627813906880883,-0.012506253126616684
226,625.0125062531266,0.005627813906880883,-0.012506253126616684
227,625.0125062531266,0.005627813906880883,-0.012506253126616684
228,625.0125062531266,0.005627813906880883,-0.012506253126616684
229,625.0125062531266,0.005627813906880883,-0.012506253126616684
230,625.0125062531266,0.005627813906880883,-0.012506253126616684
231,625.0125062531266,0.005627813906880883,-0.012506253126616684
232,625.0125062531266,0.005627813906880883,-0.012506253126616684
233,625.0125062531266,0.005627813906880883,-0.012506253126616684
234,625.0125062531266,0.005627813906880883,-0.012506253126616684
235,625.0125062531266,0.005627813906880883,-0.012506253126616684
236,625.0125062531266,0.005627813906880883,-0.012506253126616684
237,625.0125062531266,0.005627813906880883,-0.012506253126616684
238,625.0125062531266,0.005627813906880883,-0.012506253126616684
239,625.0125062531266,0.005627813906880883,-0.012506253126616684
240,625.0125062531266,0.005627813906880883,-0.012506253126616684
241,625.0125062531266,0.005627813906880883,-0.012506253126616684
242,625.0125062531266,0.005627813906880883,-0.012506253126616684
243,625.0125062531266,0.005627813906880883,-0.012506253126616684
244,625.0125062531266,0.005627813906880883,-0.012506253126616684
245,625.0125062531266,0.005627813906880883,-0.012506253126616684
246,625.0125062531266,0.005627813906880883,-0.012506253126616684
247,625.0125062531266,0.005627813906880883,-0.012506253126616684
248,625.0125062531266,0.005627813906880883,-0.012506253126616684
249,625.0125062531266,0.005627813906880883,-0.012506253126616684
250,625.0125062531266,0.005627813906880883,-0.012506253126616684
251,626.3631815907954,-0.06253126563289013,-1.3631815907954206
252,626.1130565282641,-0.11818409204609565,-1.11305652826411
253,625.9629814907454,-0.16633316658336522,-0.962981490745392
254,625.7128564282141,-0.2019759879940693,-0.7128564282140815
255,625.4627313656829,-0.22511255627821355,-0.46273136568288464
256,625.3626813406703,-0.24324662331172814,-0.36268134067029223
257,624.5622811405702,-0.2213606803402399,0.43771885942976496
258,624.512256128064,-0.1969734867434397,0.4877438719360043
259,624.4622311155578,-0.17008504252132753,0.5377688844422437
260,624.4622311155578,-0.14319659829921536,0.5377688844422437
261,624.5622811405702,-0.1213106553277271,0.43771885942976496
262,624.5622811405702,-0.09942471235623884,0.43771885942976496
263,624.5622811405702,-0.0775387693847506,0.43771885942976496
264,624.5622811405702,-0.055652826413262343,0.43771885942976496
265,624.6123061530766,-0.03626813406709175,0.3876938469234119
266,624.6123061530766,-0.016883441720921155,0.3876938469234119
267,624.7123561780891,-0.002501250625374493,0.2876438219109332
268,624.7623811905953,0.009379689844860198,0.23761880940469382
269,624.8624312156078,0.016258129064470953,0.1375687843922151
270,624.8624312156078,0.02313656828408171,0.1375687843922151
271,624.8624312156078,0.030015007503692466,0.1375687843922151
272,624.912456228114,0.034392196097991254,0.08754377188597573
273,624.9624812406203,0.03626813406697807,0.037518759379736366
274,625.0125062531266,0.03564282141064724,-0.012506253126616684
275,625.0125062531266,0.035017508754316404,-0.012506253126616684
276,624.9624812406203,0.03689344672330322,0.037518759379736366
277,625.0625312656329,0.033766883441660414,-0.06253126563285605
278,625.0125062531266,0.03314157078532958,-0.012506253126616684
279,624.9624812406203,0.035017508754316404,0.037518759379736366
280,625.0625312656329,0.0318909454726736,-0.06253126563285605
281,625.0625312656329,0.028764382191030797,-0.06253126563285605
282,624.9624812406203,0.030640320160017616,0.037518759379736366
283,625.0625312656329,0.027513756878374814,-0.06253126563285605
284,625.0125062531266,0.026888444222043978,-0.012506253126616684
285,625.0125062531266,0.026263131565713145,-0.012506253126616684
286,625.0625312656329,0.023136568284070343,-0.06253126563285605
287,625.0125062531266,0.022511255627739507,-0.012506253126616684
288,625.1125562781391,0.016883441720784736,-0.11255627813909541
289,625.0125062531266,0.016258129064453904,-0.012506253126616684
290,625.1125562781391,0.010630315157499131,-0.11255627813909541
291,625.0125062531266,0.010005002501168297,-0.012506253126616684
292,625.0125062531266,0.009379689844837462,-0.012506253126616684
293,625.0125062531266,0.008754377188506628,-0.012506253126616684
294,625.0625312656329,0.005627813906863826,-0.06253126563285605
295,625.0625312656329,0.002501250625221024,-0.06253126563285605
296,625.0125062531266,0.0018759379688901895,-0.012506253126616684
297,625.0125062531266,0.0012506253125593551,-0.012506253126616684
298,624.9624812406203,0.0031265632815461733,0.037518759379736366
299,625.0625312656329,-9.662897652168434e-14,-0.06253126563285605
300,624.9624812406203,0.0018759379688901895,0.037518759379736366
301,625.0125062531266,0.0012506253125593551,-0.012506253126616684
302,625.0125062531266,0.0006253126562285208,-0.012506253126616684
303,625.0125062531266,-1.0231344851202584e-13,-0.012506253126616684
304,624.9624812406203,0.001875937968884505,0.037518759379736366
305,624.912456228114,0.006253126563183291,0.08754377188597573
306,624.9624812406203,0.00812906453217011,0.037518759379736366
307,624.9624812406203,0.010005002501156927,0.037518759379736366
308,625.0125062531266,0.009379689844826093,-0.012506253126616684
309,624.9624812406203,0.011255627813812912,0.037518759379736366
310,625.0125062531266,0.010630315157482077,-0.012506253126616684
311,625.0125062531266,0.010005002501151243,-0.012506253126616684
312,624.9624812406203,0.01188094047013806,0.037518759379736366
313,625.0125062531266,0.011255627813807225,-0.012506253126616684
314,625.0125062531266,0.01063031515747639,-0.012506253126616684
315,624.9624812406203,0.01250625312646321,0.037518759379736366
316,624.9624812406203,0.014382191095450027,0.037518759379736366
317,624.9624812406203,0.016258129064436844,0.037518759379736366
318,624.9624812406203,0.018134067033423663,0.037518759379736366
319,625.0125062531266,0.01750875437709283,-0.012506253126616684
320,625.1125562781391,0.011880940470138058,-0.11255627813909541
321,624.9624812406203,0.013756878439124876,0.037518759379736366
322,624.9624812406203,0.015632816408111695,0.037518759379736366
323,625.0625312656329,0.012506253126468893,-0.06253126563285605
324,625.0125062531266,0.011880940470138058,-0.012506253126616684
325,624.9624812406203,0.013756878439124876,0.037518759379736366
326,625.0125062531266,0.013131565782794043,-0.012506253126616684
327,625.0125062531266,0.012506253126463206,-0.012506253126616684
328,625.0125062531266,0.011880940470132374,-0.012506253126616684
329,624.9624812406203,0.01375687843911919,0.037518759379736366
330,624.9624812406203,0.015632816408106008,0.037518759379736366
331,624.9624812406203,0.017508754377092827,0.037518759379736366
332,625.0125062531266,0.01688344172076199,-0.012506253126616684
333,624.9624812406203,0.01875937968974881,0.037518759379736366
334,625.0125062531266,0.018134067033417977,-0.012506253126616684
335,624.9624812406203,0.020010005002404796,0.037518759379736366
336,625.0125062531266,0.01938469234607396,-0.012506253126616684
337,625.0125062531266,0.018759379689743123,-0.012506253126616684
338,624.9624812406203,0.020635317658729942,0.037518759379736366
339,624.912456228114,0.025012506253028727,0.08754377188597573
340,625.0625312656329,0.02188594297138593,-0.06253126563285605
341,624.9624812406203,0.023761880940372744,0.037518759379736366
342,625.0625312656329,0.020635317658729942,-0.06253126563285605
343,624.9624812406203,0.02251125562771676,0.037518759379736366
344,625.0625312656329,0.01938469234607396,-0.06253126563285605
345,625.0625312656329,0.016258129064431158,-0.06253126563285605
346,624.512256128064,0.04064532266123137,0.4877438719360043
347,625.0125062531266,0.04002001000490054,-0.012506253126616684
348,625.1125562781391,0.03439219609794577,-0.11255627813909541
349,625.0625312656329,0.03126563281630297,-0.06253126563285605
350,625.0625312656329,0.028139069534660166,-0.06253126563285605
351,625.0125062531266,0.027513756878329333,-0.012506253126616684
352,625.0125062531266,0.0268884442219985,-0.012506253126616684
353,625.0625312656329,0.023761880940355695,-0.06253126563285605
354,625.0625312656329,0.020635317658712897,-0.06253126563285605
355,625.0125062531266,0.02001000500238206,-0.012506253126616684
356,625.0625312656329,0.01688344172073926,-0.06253126563285605
357,624.9624812406203,0.018759379689726078,0.037518759379736366
358,625.0125062531266,0.01813406703339524,-0.012506253126616684
359,625.0125062531266,0.01750875437706441,-0.012506253126616684
360,625.0125062531266,0.016883441720733573,-0.012506253126616684
361,625.0625312656329,0.01375687843909077,-0.06253126563285605
362,625.0625312656329,0.01063031515744797,-0.06253126563285605
363,625.0125062531266,0.010005002501117136,-0.012506253126616684
364,625.0125062531266,0.0093796898447863,-0.012506253126616684
365,625.0125062531266,0.008754377188455467,-0.012506253126616684
366,625.0125062531266,0.008129064532124631,-0.012506253126616684
367,624.9624812406203,0.01000500250111145,0.037518759379736366
368,625.0125062531266,0.009379689844780615,-0.012506253126616684
369,625.0625312656329,0.006253126563137814,-0.06253126563285605
370,624.9624812406203,0.008129064532124631,0.037518759379736366
371,624.912456228114,0.012506253126423417,0.08754377188597573
372,624.9624812406203,0.014382191095410234,0.037518759379736366
373,625.0125062531266,0.013756878439079401,-0.012506253126616684
374,625.0125062531266,0.013131565782748565,-0.012506253126616684
375,625.0125062531266,0.012506253126417732,-0.012506253126616684
376,624.9624812406203,0.01438219109540455,0.037518759379736366
377,624.9624812406203,0.016258129064391367,0.037518759379736366
378,625.0125062531266,0.015632816408060534,-0.012506253126616684
379,624.9624812406203,0.017508754377047353,0.037518759379736366
380,625.0625312656329,0.01438219109540455,-0.06253126563285605
381,625.0125062531266,0.013756878439073715,-0.012506253126616684
382,624.9624812406203,0.015632816408060534,0.037518759379736366
383,624.9624812406203,0.017508754377047353,0.037518759379736366
384,625.1125562781391,0.01188094047009258,-0.11255627813909541
385,625.0125062531266,0.011255627813761746,-0.012506253126616684
386,624.9624812406203,0.013131565782748563,0.037518759379736366
387,625.0125062531266,0.012506253126417729,-0.012506253126616684
388,624.9624812406203,0.014382191095404548,0.037518759379736366
389,625.0125062531266,0.013756878439073713,-0.012506253126616684
390,625.0625312656329,0.010630315157430912,-0.06253126563285605
391,624.9624812406203,0.012506253126417729,0.037518759379736366
392,624.9624812406203,0.014382191095404548,0.037518759379736366
393,624.9624812406203,0.016258129064391367,0.037518759379736366
394,624.9624812406203,0.018134067033378182,0.037518759379736366
395,625.0125062531266,0.01750875437704735,-0.012506253126616684
396,625.0125062531266,0.016883441720716513,-0.012506253126616684
397,619.6598299149575,0.26688344172071654,5.340170085042473
398,620.4102051025512,0.5133816908452786,4.589794897448769
399,621.2106053026513,0.7028514257127141,3.789394697348712
400,622.0110055027513,0.8523011505751468,2.9889944972486546
401,622.7613806903452,0.9642321160578887,2.238619309654837
402,623.4617308654327,1.0411455727862515,1.5382691345672583
403,624.0620310155077,1.0880440220108651,0.9379689844922723
404,624.7123561780891,1.1024262131064118,0.2876438219109332
405,625.1625812906453,1.094297148574145,-0.16258129064533478
406,625.6628314157078,1.061155577788753,-0.6628314157078421
407,625.9629814907454,1.0130065032514832,-0.962981490745392
408,622.9614807403702,1.1149324662329714,2.0385192596297657
409,623.6618309154577,1.1818409204600864,1.3381690845423009
410,624.2621310655328,1.2187343671834465,0.7378689344672011
411,624.8124062031015,1.2281140570283693,0.18759379689845446
412,625.3626813406703,1.2099799899948547,-0.36268134067029223
413,625.7628814407203,1.1718359179588387,-0.7628814407203208
414,626.0630315157579,1.1186843421709451,-1.0630315157578707
415,626.3631815907954,1.050525262631174,-1.3631815907954206
416,626.5132566283141,0.9748624312154672,-1.5132566283141387
417,626.6133066533266,0.8941970985491363,-1.6133066533266174
418,626.7633816908454,0.8060280140068637,-1.7633816908454492
419,626.8134067033517,0.7153576788392793,-1.8134067033516885
420,626.7633816908454,0.6271885942970068,-1.7633816908454492
421,626.6633316658329,0.544022011005364,-1.6633316658328567
422,626.6133066533266,0.46335667833903305,-1.6133066533266174
423,626.5632816408204,0.3851925962980141,-1.563281640820378
424,626.4132066033017,0.3145322661329311,-1.41320660330166
425,626.2631315657829,0.251375687843784,-1.2631315657829418
426,626.1630815407703,0.1932216108052665,-1.1630815407703494
427,625.9629814907454,0.14507253626799693,-0.962981490745392
428,626.2131065532766,0.08441720860416749,-1.2131065532765888
429,626.0630315157579,0.031265632816273946,-1.0630315157578707
430,625.8629314657329,-0.011880940470371717,-0.8629314657329132
431,625.7128564282141,-0.04752376188107579,-0.7128564282140815
432,625.5627813906954,-0.07566283141584396,-0.5627813906953634
433,625.3626813406703,-0.09379689844935855,-0.36268134067029223
434,625.2626313156578,-0.10692846423224922,-0.2626313156578135
435,625.1125562781391,-0.112556278139204,-0.11255627813909541
436,624.9624812406203,-0.11068034017021719,0.037518759379736366
437,624.9624812406203,-0.10880440220123036,0.037518759379736366
438,624.9624812406203,-0.10692846423224353,0.037518759379736366
439,624.8624312156078,-0.10005002501263278,0.1375687843922151
440,624.7623811905953,-0.0881690845423981,0.23761880940469382
441,624.7623811905953,-0.0762881440721634,0.23761880940469382
442,624.8124062031015,-0.06690845422724068,0.18759379689845446
443,624.7623811905953,-0.055027513757005986,0.23761880940469382
444,624.7623811905953,-0.043146573286771295,0.23761880940469382
445,624.8124062031015,-0.03376688344184857,0.18759379689845446
446,624.8124062031015,-0.024387193596925844,0.18759379689845446
447,624.8124062031015,-0.015007503752003121,0.18759379689845446
448,624.8124062031015,-0.005627813907080398,0.18759379689845446
449,624.8624312156078,0.001250625312530356,0.1375687843922151
450,624.8124062031015,0.01063031515745308,0.18759379689845446
451,624.912456228114,0.015007503751751864,0.08754377188597573
452,624.912456228114,0.01938469234605065,0.08754377188597573
453,624.912456228114,0.023761880940349436,0.08754377188597573
454,624.912456228114,0.02813906953464822,0.08754377188597573
455,624.9624812406203,0.03001500750363504,0.037518759379736366
456,624.912456228114,0.03439219609793382,0.08754377188597573
457,624.912456228114,0.03876938469223261,0.08754377188597573
458,624.9624812406203,0.04064532266121943,0.037518759379736366
459,624.9624812406203,0.04252126063020625,0.037518759379736366
460,625.0625312656329,0.03939469734856345,-0.06253126563285605
461,625.1125562781391,0.033766883441608685,-0.11255627813909541
462,625.0125062531266,0.03314157078527785,-0.012506253126616684
463,625.0125062531266,0.03251625812894701,-0.012506253126616684
464,625.0125062531266,0.03189094547261618,-0.012506253126616684
465,625.0625312656329,0.028764382190973378,-0.06253126563285605
466,625.0625312656329,0.025637818909330576,-0.06253126563285605
467,624.9624812406203,0.027513756878317395,0.037518759379736366
468,624.9624812406203,0.029389694847304214,0.037518759379736366
469,625.0625312656329,0.02626313156566141,-0.06253126563285605
470,625.1125562781391,0.02063531765870664,-0.11255627813909541
471,625.0125062531266,0.020010005002375805,-0.012506253126616684
472,625.0125062531266,0.019384692346044972,-0.012506253126616684
473,625.0125062531266,0.01875937968971414,-0.012506253126616684
474,625.0125062531266,0.018134067033383303,-0.012506253126616684
475,625.0125062531266,0.017508754377052467,-0.012506253126616684
476,625.0125062531266,0.016883441720721634,-0.012506253126616684
477,624.9624812406203,0.018759379689708453,0.037518759379736366
478,625.0125062531266,0.018134067033377617,-0.012506253126616684
479,625.0125062531266,0.017508754377046784,-0.012506253126616684
480,625.0125062531266,0.016883441720715948,-0.012506253126616684
